locus_id	chrom	start	end	gene	splice_score	strand	flag	recount_sources
JAM3_134140002	chr11	134140002	134140003	JAM3	0.105803	+	1	GTEX,SRA,TCGA
ACSM4_7324497	chr12	7324497	7324498	ACSM4	0.147974	+	1	GTEX,SRA,TCGA
FOXJ2_8043598	chr12	8043598	8043599	FOXJ2	0.068777	+	1	GTEX,SRA,TCGA
MFAP5_8661181	chr12	8661181	8661182	MFAP5	0.101480	-	1	GTEX,SRA,TCGA
A2M_9112308	chr12	9112308	9112309	A2M	0.001562	-	1	GTEX,SRA,TCGA
A2M_9112634	chr12	9112634	9112635	A2M	0.024189	-	1	GTEX,SRA,TCGA
KLRD1_10313051	chr12	10313051	10313052	KLRD1	0.004756	+	1	GTEX,SRA,TCGA
DDX47_12827244	chr12	12827244	12827245	DDX47	0.198909	+	1	GTEX,SRA,TCGA
PLBD1_14536402	chr12	14536402	14536403	PLBD1	0.389493	-	1	GTEX,SRA,TCGA
DERA_15960813	chr12	15960813	15960814	DERA	0.125020	+	1	GTEX,SRA,TCGA
SLCO1C1_20701710	chr12	20701710	20701711	SLCO1C1	0.097114	+	1	GTEX,SRA,TCGA
SPX_21527330	chr12	21527330	21527331	SPX	0.504747	+	1	GTEX,SRA,TCGA
C2CD5_22484216	chr12	22484216	22484217	C2CD5	0.074322	-	1	GTEX,SRA,TCGA
LRMP_25104465	chr12	25104465	25104466	LRMP	0.049283	+	1	GTEX,SRA,TCGA
LMNTD1_25525814	chr12	25525814	25525815	LMNTD1	0.082546	-	1	GTEX,SRA,TCGA
STK38L_27312741	chr12	27312741	27312742	STK38L	0.012332	+	1	GTEX,SRA,TCGA
ABCD2_39577411	chr12	39577411	39577412	ABCD2	0.042306	-	1	GTEX,SRA,TCGA
MUC19_40509271	chr12	40509271	40509272	MUC19	0.153509	+	1	GTEX,SRA,TCGA
MUC19_40517234	chr12	40517234	40517235	MUC19	0.049203	+	1	GTEX,SRA,TCGA
MUC19_40548228	chr12	40548228	40548229	MUC19	0.087473	+	1	GTEX,SRA,TCGA
PPHLN1_42388580	chr12	42388580	42388581	PPHLN1	0.055735	+	1	GTEX,SRA,TCGA
SLC38A1_46201659	chr12	46201659	46201660	SLC38A1	0.040127	-	1	GTEX,SRA,TCGA
C12orf54_48489863	chr12	48489863	48489864	C12orf54	0.131361	+	1	GTEX,SRA,TCGA
NCKAP5L_49797394	chr12	49797394	49797395	NCKAP5L	0.162325	-	1	GTEX,SRA,TCGA
GALNT6_51391077	chr12	51391077	51391078	GALNT6	0.052863	-	1	GTEX,SRA,TCGA
SLC4A8_51485785	chr12	51485785	51485786	SLC4A8	0.439157	+	1	GTEX,SRA,TCGA
GRASP_52008759	chr12	52008759	52008760	GRASP	0.305060	+	1	GTEX,SRA,TCGA
KRT75_52426115	chr12	52426115	52426116	KRT75	0.115958	-	1	GTEX,SRA,TCGA
TNS2_53047372	chr12	53047372	53047373	TNS2	0.479269	+	1	GTEX,SRA,TCGA
AAAS_53308528	chr12	53308528	53308529	AAAS	0.125150	-	1	GTEX,SRA,TCGA
AMHR2_53427281	chr12	53427281	53427282	AMHR2	0.238672	+	1	GTEX,SRA,TCGA
GTSF1_54459308	chr12	54459308	54459309	GTSF1	0.043907	-	1	GTEX,SRA,TCGA
PA2G4_56106988	chr12	56106988	56106989	PA2G4	0.188469	+	1	GTEX,SRA,TCGA
KIF5A_57568957	chr12	57568957	57568958	KIF5A	0.066865	+	1	GTEX,SRA,TCGA
ATP23_57946830	chr12	57946830	57946831	ATP23	0.222650	+	1	GTEX,SRA,TCGA
DPY19L2_63622283	chr12	63622283	63622284	DPY19L2	0.043199	-	1	GTEX,SRA,TCGA
CAND1_67294283	chr12	67294283	67294284	CAND1	0.157955	+	1	GTEX,SRA,TCGA
LYZ_69348881	chr12	69348881	69348882	LYZ	0.143481	+	1	GTEX,SRA,TCGA
BEST3_69676152	chr12	69676152	69676153	BEST3	0.114476	-	1	GTEX,SRA,TCGA
TMEM19_71689589	chr12	71689589	71689590	TMEM19	0.134040	+	1	GTEX,SRA,TCGA
TMEM19_71698898	chr12	71698898	71698899	TMEM19	0.265478	+	1	GTEX,SRA,TCGA
CAPS2_75321793	chr12	75321793	75321794	CAPS2	0.119090	-	1	GTEX,SRA,TCGA
CEP83_94312571	chr12	94312571	94312572	CEP83	0.068777	-	1	GTEX,SRA,TCGA
CEP83_94402550	chr12	94402550	94402551	CEP83	0.213117	-	1	GTEX,SRA,TCGA
TMCC3_94578529	chr12	94578529	94578530	TMCC3	0.190598	-	1	GTEX,SRA,TCGA
SCYL2_100331766	chr12	100331766	100331767	SCYL2	0.018995	+	1	GTEX,SRA,TCGA
ALDH1L2_105070169	chr12	105070169	105070170	ALDH1L2	0.005860	-	1	GTEX,SRA,TCGA
NUAK1_106084063	chr12	106084063	106084064	NUAK1	0.057708	-	1	GTEX,SRA,TCGA
RFX4_106686751	chr12	106686751	106686752	RFX4	0.172620	+	1	GTEX,SRA,TCGA
ACAD10_111747047	chr12	111747047	111747048	ACAD10	0.341143	+	1	GTEX,SRA,TCGA
MAPKAPK5_111867570	chr12	111867570	111867571	MAPKAPK5	0.263102	+	2	GTEX,SRA,TCGA
HECTD4_112250377	chr12	112250377	112250378	HECTD4	0.037657	-	1	GTEX,SRA,TCGA
TBX5_114400962	chr12	114400962	114400963	TBX5	0.076209	-	1	GTEX,SRA,TCGA
FBXO21_117173812	chr12	117173812	117173813	FBXO21	0.426374	-	1	GTEX,SRA,TCGA
RFC5_118029034	chr12	118029034	118029035	RFC5	0.050303	+	1	GTEX,SRA,TCGA
KDM2B_121578394	chr12	121578394	121578395	KDM2B	0.058679	-	1	GTEX,SRA,TCGA
SETD1B_121804388	chr12	121804388	121804389	SETD1B	0.305339	+	1	GTEX,SRA,TCGA
ZCCHC8_122478663	chr12	122478663	122478664	ZCCHC8	0.085924	-	1	GTEX,SRA,TCGA
CCDC62_122794320	chr12	122794320	122794321	CCDC62	0.153079	+	1	GTEX,SRA,TCGA
KMT5A_123389185	chr12	123389185	123389186	KMT5A	0.111262	+	2	GTEX,SRA,TCGA
NCOR2_124340204	chr12	124340204	124340205	NCOR2	0.072133	-	1	GTEX,SRA,TCGA
PIWIL1_130349237	chr12	130349237	130349238	PIWIL1	0.126737	+	1	GTEX,SRA,TCGA
ADGRD1_131105032	chr12	131105032	131105033	ADGRD1	0.088470	+	1	GTEX,SRA,TCGA
POLE_132643977	chr12	132643977	132643978	POLE	0.413380	-	1	GTEX,SRA,TCGA
ZMYM2_20033829	chr13	20033829	20033830	ZMYM2	0.018203	+	1	GTEX,SRA,TCGA
PARP4_24479887	chr13	24479887	24479888	PARP4	0.353083	-	1	GTEX,SRA,TCGA
RNF17_24826110	chr13	24826110	24826111	RNF17	0.244563	+	1	GTEX,SRA,TCGA
USPL1_30642048	chr13	30642048	30642049	USPL1	0.032886	+	1	GTEX,SRA,TCGA
USPL1_30645076	chr13	30645076	30645077	USPL1	0.023543	+	1	GTEX,SRA,TCGA
MEDAG_30918989	chr13	30918989	30918990	MEDAG	0.070185	+	1	GTEX,SRA,TCGA
B3GLCT_31223825	chr13	31223825	31223826	B3GLCT	0.007639	+	1	GTEX,SRA,TCGA
PDS5B_32674744	chr13	32674744	32674745	PDS5B	0.064768	+	1	GTEX,SRA,TCGA
CDADC1_49261304	chr13	49261304	49261305	CDADC1	0.511690	+	1	GTEX,SRA,TCGA
SETDB2_49482195	chr13	49482195	49482196	SETDB2	0.194832	+	1	GTEX,SRA,TCGA
RCBTB1_49545514	chr13	49545514	49545515	RCBTB1	0.474003	-	1	GTEX,SRA,TCGA
RCBTB1_49550410	chr13	49550410	49550411	RCBTB1	0.288931	-	1	GTEX,SRA,TCGA
RCBTB1_49558285	chr13	49558285	49558286	RCBTB1	0.144213	-	1	GTEX,SRA,TCGA
WDFY2_51754396	chr13	51754396	51754397	WDFY2	0.058682	+	1	GTEX,SRA,TCGA
NEK5_52069264	chr13	52069264	52069265	NEK5	0.376663	-	1	GTEX,SRA,TCGA
VPS36_52435480	chr13	52435480	52435481	VPS36	0.107501	-	1	GTEX,SRA,TCGA
OLFM4_53041908	chr13	53041908	53041909	OLFM4	0.123946	+	1	GTEX,SRA,TCGA
PCDH9_67229547	chr13	67229547	67229548	PCDH9	0.060797	-	1	GTEX,SRA,TCGA
PCDH9_67229551	chr13	67229551	67229552	PCDH9	0.068008	-	1	GTEX,SRA,TCGA
MYCBP2_77290724	chr13	77290724	77290725	MYCBP2	0.045091	-	1	GTEX,SRA,TCGA
ABCC4_95038629	chr13	95038629	95038630	ABCC4	0.069435	-	1	GTEX,SRA,TCGA
IPO5_97991695	chr13	97991695	97991696	IPO5	0.024638	+	1	GTEX,SRA,TCGA
DOCK9_98867063	chr13	98867063	98867064	DOCK9	0.192836	-	1	GTEX,SRA,TCGA
PCCA_100157283	chr13	100157283	100157284	PCCA	0.012416	+	1	GTEX,SRA,TCGA
NAXD_110635134	chr13	110635134	110635135	NAXD	0.184207	+	1	GTEX,SRA,TCGA
MCF2L_113061618	chr13	113061618	113061619	MCF2L	0.012653	+	1	GTEX,SRA,TCGA
CUL4A_113209778	chr13	113209778	113209779	CUL4A	0.268673	+	2	GTEX,SRA,TCGA
CUL4A_113261647	chr13	113261647	113261648	CUL4A	0.210585	+	1	GTEX,SRA,TCGA
OXA1L_22769789	chr14	22769789	22769790	OXA1L	0.112845	+	1	GTEX,SRA,TCGA
PSME1_24136896	chr14	24136896	24136897	PSME1	0.010148	+	1	GTEX,SRA,TCGA
G2E3_30598399	chr14	30598399	30598400	G2E3	0.048678	+	1	GTEX,SRA,TCGA
PPP2R3C_35112044	chr14	35112044	35112045	PPP2R3C	0.416638	-	1	GTEX,SRA,TCGA
PPP2R3C_35121116	chr14	35121116	35121117	PPP2R3C	0.076043	-	1	GTEX,SRA,TCGA
SEC23A_39037465	chr14	39037465	39037466	SEC23A	0.004745	-	1	GTEX,SRA,TCGA
SEC23A_39037469	chr14	39037469	39037470	SEC23A	0.008412	-	1	GTEX,SRA,TCGA
LRFN5_41888536	chr14	41888536	41888537	LRFN5	0.112563	+	1	GTEX,SRA,TCGA
FKBP3_45132258	chr14	45132258	45132259	FKBP3	0.281047	-	1	GTEX,SRA,TCGA
MIS18BP1_45237171	chr14	45237171	45237172	MIS18BP1	0.379760	-	1	GTEX,SRA,TCGA
GNPNAT1_52778757	chr14	52778757	52778758	GNPNAT1	0.060494	-	1	GTEX,SRA,TCGA
TMEM260_56635275	chr14	56635275	56635276	TMEM260	0.113936	+	1	GTEX,SRA,TCGA
DAAM1_59360151	chr14	59360151	59360152	DAAM1	0.093475	+	1	GTEX,SRA,TCGA
C14orf39_60483906	chr14	60483906	60483907	C14orf39	0.264990	-	1	GTEX,SRA,TCGA
PRKCH_61549384	chr14	61549384	61549385	PRKCH	0.131901	+	1	GTEX,SRA,TCGA
TMEM229B_67468440	chr14	67468440	67468441	TMEM229B	0.020842	-	1	GTEX,SRA,TCGA
PLEKHH1_67569697	chr14	67569697	67569698	PLEKHH1	0.406632	+	1	GTEX,SRA,TCGA
RDH12_67723003	chr14	67723003	67723004	RDH12	0.015434	+	1	GTEX,SRA,TCGA
ZFYVE26_67795342	chr14	67795342	67795343	ZFYVE26	0.170233	-	1	GTEX,SRA,TCGA
HEATR4_73508078	chr14	73508078	73508079	HEATR4	0.022935	-	1	GTEX,SRA,TCGA
ACOT4_73594037	chr14	73594037	73594038	ACOT4	0.032343	+	1	GTEX,SRA,TCGA
LIN52_74091137	chr14	74091137	74091138	LIN52	0.344638	+	2	GTEX,SRA,TCGA
AHSA1_77458365	chr14	77458365	77458366	AHSA1	0.024885	+	1	GTEX,SRA,TCGA
SPTLC2_77565731	chr14	77565731	77565732	SPTLC2	0.397402	-	1	GTEX,SRA,TCGA
CEP128_80907316	chr14	80907316	80907317	CEP128	0.021511	-	1	GTEX,SRA,TCGA
TTC7B_90676901	chr14	90676901	90676902	TTC7B	0.096697	-	1	GTEX,SRA,TCGA
PPP4R3A_91466256	chr14	91466256	91466257	PPP4R3A	0.487649	-	1	GTEX,SRA,TCGA
SLC24A4_92447369	chr14	92447369	92447370	SLC24A4	0.034114	+	1	GTEX,SRA,TCGA
LINC00521_93997997	chr14	93997997	93997998	LINC00521	0.008430	+	1	GTEX,SRA,TCGA
CLMN_95210879	chr14	95210879	95210880	CLMN	0.314326	-	1	GTEX,SRA,TCGA
SETD3_99407348	chr14	99407348	99407349	SETD3	0.113411	-	1	GTEX,SRA,TCGA
SLC25A47_100329100	chr14	100329100	100329101	SLC25A47	0.190675	+	1	GTEX,SRA,TCGA
TECPR2_102430857	chr14	102430857	102430858	TECPR2	0.094408	+	1	GTEX,SRA,TCGA
CDC42BPB_102946684	chr14	102946684	102946685	CDC42BPB	0.048840	-	1	GTEX,SRA,TCGA
MTA1_105468695	chr14	105468695	105468696	MTA1	0.029099	+	1	GTEX,SRA,TCGA
TUBGCP5_23008881	chr15	23008881	23008882	TUBGCP5	0.055970	-	1	GTEX,SRA,TCGA
UBE3A_25359983	chr15	25359983	25359984	UBE3A	0.004967	-	1	GTEX,SRA,TCGA
GABRA5_26946032	chr15	26946032	26946033	GABRA5	0.020542	+	1	GTEX,SRA,TCGA
HERC2_28214346	chr15	28214346	28214347	HERC2	0.362797	-	1	GTEX,SRA,TCGA
RYR3_33821521	chr15	33821521	33821522	RYR3	0.207015	+	1	GTEX,SRA,TCGA
C15orf41_36694750	chr15	36694750	36694751	C15orf41	0.036125	+	1	GTEX,SRA,TCGA
MEIS2_37097266	chr15	37097266	37097267	MEIS2	0.145156	-	1	GTEX,SRA,TCGA
SRP14_40037047	chr15	40037047	40037048	SRP14	0.229974	-	1	GTEX,SRA,TCGA
ITPKA_41501365	chr15	41501365	41501366	ITPKA	0.030343	+	1	GTEX,SRA,TCGA
LTK_41511346	chr15	41511346	41511347	LTK	0.011181	-	1	GTEX,SRA,TCGA
RPAP1_41534935	chr15	41534935	41534936	RPAP1	0.063219	-	1	GTEX,SRA,TCGA
MAPKBP1_41820080	chr15	41820080	41820081	MAPKBP1	0.155693	+	1	GTEX,SRA,TCGA
TUBGCP4_43376096	chr15	43376096	43376097	TUBGCP4	0.182343	+	1	GTEX,SRA,TCGA
PPIP5K1_43577535	chr15	43577535	43577536	PPIP5K1	0.107526	-	1	GTEX,SRA,TCGA
CTDSPL2_44493181	chr15	44493181	44493182	CTDSPL2	0.116220	+	1	GTEX,SRA,TCGA
SPG11_44569505	chr15	44569505	44569506	SPG11	0.245936	-	1	GTEX,SRA,TCGA
SLC12A1_48220919	chr15	48220919	48220920	SLC12A1	0.340308	+	1	GTEX,SRA,TCGA
SECISBP2L_49028020	chr15	49028020	49028021	SECISBP2L	0.154567	-	1	GTEX,SRA,TCGA
COPS2_49139016	chr15	49139016	49139017	COPS2	0.021944	-	1	GTEX,SRA,TCGA
TRPM7_50588190	chr15	50588190	50588191	TRPM7	0.059099	-	1	GTEX,SRA,TCGA
AP4E1_50909418	chr15	50909418	50909419	AP4E1	0.079871	+	1	GTEX,SRA,TCGA
AP4E1_50999070	chr15	50999070	50999071	AP4E1	0.156523	+	1	GTEX,SRA,TCGA
SLTM_58933049	chr15	58933049	58933050	SLTM	0.066919	-	1	GTEX,SRA,TCGA
LACTB_63128001	chr15	63128001	63128002	LACTB	0.094399	+	1	GTEX,SRA,TCGA
CA12_63339578	chr15	63339578	63339579	CA12	0.050542	-	1	GTEX,SRA,TCGA
RASL12_65059038	chr15	65059038	65059039	RASL12	0.042861	-	1	GTEX,SRA,TCGA
CILP_65208676	chr15	65208676	65208677	CILP	0.222094	-	1	GTEX,SRA,TCGA
INTS14_65597447	chr15	65597447	65597448	INTS14	0.030886	-	1	GTEX,SRA,TCGA
DENND4A_65701890	chr15	65701890	65701891	DENND4A	0.079487	-	1	GTEX,SRA,TCGA
ZWILCH_66540770	chr15	66540770	66540771	ZWILCH	0.139832	+	1	GTEX,SRA,TCGA
SMAD6_66708737	chr15	66708737	66708738	SMAD6	0.050305	+	1	GTEX,SRA,TCGA
SH2D7_78094407	chr15	78094407	78094408	SH2D7	0.834810	+	1	GTEX,SRA,TCGA
WDR61_78290423	chr15	78290423	78290424	WDR61	0.326829	-	1	GTEX,SRA,TCGA
FSD2_82762278	chr15	82762278	82762279	FSD2	0.023448	-	1	GTEX,SRA,TCGA
WHAMM_82817701	chr15	82817701	82817702	WHAMM	0.109198	+	1	GTEX,SRA,TCGA
WHAMM_82818828	chr15	82818828	82818829	WHAMM	0.182383	+	1	GTEX,SRA,TCGA
WHAMM_82821838	chr15	82821838	82821839	WHAMM	0.172371	+	1	GTEX,SRA,TCGA
PDE8A_85092715	chr15	85092715	85092716	PDE8A	0.257783	+	1	GTEX,SRA,TCGA
AKAP13_85743378	chr15	85743378	85743379	AKAP13	0.291188	+	1	GTEX,SRA,TCGA
AKAP13_85743382	chr15	85743382	85743383	AKAP13	0.165484	+	1	GTEX,SRA,TCGA
NTRK3_88131890	chr15	88131890	88131891	NTRK3	0.204428	-	1	GTEX,SRA,TCGA
MRPL46_88466103	chr15	88466103	88466104	MRPL46	0.133358	-	1	GTEX,SRA,TCGA
RHCG_89486741	chr15	89486741	89486742	RHCG	0.034743	-	1	GTEX,SRA
WDR93_89731931	chr15	89731931	89731932	WDR93	0.073786	+	1	GTEX,SRA,TCGA
MESP1_89750442	chr15	89750442	89750443	MESP1	0.191857	-	1	GTEX,SRA,TCGA
VPS33B_91008903	chr15	91008903	91008904	VPS33B	0.063730	-	1	GTEX,SRA,TCGA
LRRC28_99360285	chr15	99360285	99360286	LRRC28	0.124569	+	1	GTEX,SRA,TCGA
ALDH1A3_100903467	chr15	100903467	100903468	ALDH1A3	0.047758	+	1	GTEX,SRA,TCGA
WDR90_661889	chr16	661889	661890	WDR90	0.086677	+	1	GTEX,SRA,TCGA
CHTF18_792716	chr16	792716	792717	CHTF18	0.058057	+	1	GTEX,SRA,TCGA
CLCN7_1452893	chr16	1452893	1452894	CLCN7	0.106080	-	1	GTEX,SRA,TCGA
TELO2_1502643	chr16	1502643	1502644	TELO2	0.097649	+	1	GTEX,SRA,TCGA
ABCA3_2297539	chr16	2297539	2297540	ABCA3	0.101740	-	1	GTEX,SRA,TCGA
CORO7_4407684	chr16	4407684	4407685	CORO7	0.367837	-	1	GTEX,SRA,TCGA
SEC14L5_5003157	chr16	5003157	5003158	SEC14L5	0.012009	+	1	GTEX,SRA,TCGA
USP7_8904293	chr16	8904293	8904294	USP7	0.100898	-	1	GTEX,SRA,TCGA
MKL2_14215022	chr16	14215022	14215023	MKL2	0.500936	+	1	GTEX,SRA,TCGA
MKL2_14243567	chr16	14243567	14243568	MKL2	0.012675	+	1	GTEX,SRA,TCGA
NTAN1_15047550	chr16	15047550	15047551	NTAN1	0.102811	-	1	GTEX,SRA,TCGA
RRN3_15065372	chr16	15065372	15065373	RRN3	0.104880	-	1	GTEX,SRA,TCGA
RRN3_15084285	chr16	15084285	15084286	RRN3	0.069020	-	1	GTEX,SRA,TCGA
KIAA0430_15619551	chr16	15619551	15619552	KIAA0430	0.049507	-	1	GTEX,SRA,TCGA
ACSM3_20788771	chr16	20788771	20788772	ACSM3	0.037308	+	1	GTEX,SRA,TCGA
ERI2_20790769	chr16	20790769	20790770	ERI2	0.037163	-	1	GTEX,SRA,TCGA
DNAH3_21129203	chr16	21129203	21129204	DNAH3	0.228166	-	1	GTEX,SRA,TCGA
ZP2_21214027	chr16	21214027	21214028	ZP2	0.138658	-	1	GTEX,SRA
CRYM_21277370	chr16	21277370	21277371	CRYM	0.257941	-	1	GTEX,SRA,TCGA
POLR3E_22313618	chr16	22313618	22313619	POLR3E	0.235984	+	1	GTEX,SRA,TCGA
GGA2_23487984	chr16	23487984	23487985	GGA2	0.004718	-	1	GTEX,SRA,TCGA
PPP4C_30082744	chr16	30082744	30082745	PPP4C	0.258666	+	1	GTEX,SRA,TCGA
FBRS_30661017	chr16	30661017	30661018	FBRS	0.272807	+	1	GTEX,SRA,TCGA
FUS_31190038	chr16	31190038	31190039	FUS	0.170549	+	1	GTEX,SRA,TCGA
ITGAD_31425567	chr16	31425567	31425568	ITGAD	0.029118	+	1	GTEX,SRA,TCGA
C16orf87_46804335	chr16	46804335	46804336	C16orf87	0.179250	-	1	GTEX,SRA,TCGA
N4BP1_48547829	chr16	48547829	48547830	N4BP1	0.134227	-	1	GTEX,SRA,TCGA
RBL2_53450284	chr16	53450284	53450285	RBL2	0.185599	+	1	GTEX,SRA,TCGA
IRX3_54283817	chr16	54283817	54283818	IRX3	0.024538	-	1	GTEX,SRA,TCGA
OGFOD1_56452548	chr16	56452548	56452549	OGFOD1	0.239856	+	1	GTEX,SRA,TCGA
RSPRY1_57205380	chr16	57205380	57205381	RSPRY1	0.352613	+	1	GTEX,SRA,TCGA
CX3CL1_57375862	chr16	57375862	57375863	CX3CL1	0.004909	+	1	GTEX,SRA,TCGA
CES4A_66993182	chr16	66993182	66993183	CES4A	0.061305	+	1	GTEX,SRA,TCGA
ZDHHC1_67403042	chr16	67403042	67403043	ZDHHC1	0.344255	-	1	GTEX,SRA,TCGA
SLC12A4_67950493	chr16	67950493	67950494	SLC12A4	0.063444	-	1	GTEX,SRA,TCGA
MTSS1L_70679109	chr16	70679109	70679110	MTSS1L	0.031769	-	1	GTEX,SRA,TCGA
IST1_71918257	chr16	71918257	71918258	IST1	0.071489	+	1	GTEX,SRA,TCGA
RFWD3_74631740	chr16	74631740	74631741	RFWD3	0.373885	-	1	GTEX,SRA,TCGA
CNTNAP4_76456921	chr16	76456921	76456922	CNTNAP4	0.125631	+	1	GTEX,SRA,TCGA
DYNLRB2_80544473	chr16	80544473	80544474	DYNLRB2	0.462987	+	1	GTEX,SRA,TCGA
GAN_81351750	chr16	81351750	81351751	GAN	0.029936	+	1	GTEX,SRA,TCGA
FBXO31_87347058	chr16	87347058	87347059	FBXO31	0.177697	-	1	GTEX,SRA,TCGA
MVD_88655730	chr16	88655730	88655731	MVD	0.291674	-	1	GTEX,SRA,TCGA
CPNE7_89596350	chr16	89596350	89596351	CPNE7	0.338288	+	1	GTEX,SRA,TCGA
SPIRE2_89860681	chr16	89860681	89860682	SPIRE2	0.226497	+	1	GTEX,SRA,TCGA
SPIRE2_89861285	chr16	89861285	89861286	SPIRE2	0.218176	+	2	GTEX,SRA,TCGA
PRPF8_1679410	chr17	1679410	1679411	PRPF8	0.077911	-	1	GTEX,SRA,TCGA
RPA1_1894443	chr17	1894443	1894444	RPA1	0.126522	+	1	GTEX,SRA,TCGA
DPH1_2037337	chr17	2037337	2037338	DPH1	0.037971	+	1	GTEX,SRA,TCGA
ASPA_3497745	chr17	3497745	3497746	ASPA	0.042826	+	1	GTEX,SRA,TCGA
CTNS_3654996	chr17	3654996	3654997	CTNS	0.030845	+	1	GTEX,SRA,TCGA
ITGAE_3722053	chr17	3722053	3722054	ITGAE	0.077201	-	1	GTEX,SRA,TCGA
NCBP3_3813279	chr17	3813279	3813280	NCBP3	0.139931	-	1	GTEX,SRA,TCGA
ANKFY1_4180904	chr17	4180904	4180905	ANKFY1	0.128433	-	1	GTEX,SRA,TCGA
ANKFY1_4180906	chr17	4180906	4180907	ANKFY1	0.089763	-	1	GTEX,SRA,TCGA
RNF167_4942531	chr17	4942531	4942532	RNF167	0.354454	+	1	GTEX,SRA,TCGA
PIK3R6_8837151	chr17	8837151	8837152	PIK3R6	0.126267	-	1	GTEX,SRA,TCGA
CFAP52_9635403	chr17	9635403	9635404	CFAP52	0.047513	+	1	GTEX,SRA,TCGA
MYH2_10523412	chr17	10523412	10523413	MYH2	0.116942	-	1	GTEX,SRA,TCGA
DNAH9_11611648	chr17	11611648	11611649	DNAH9	0.210870	+	1	GTEX,SRA,TCGA
DNAH9_11871592	chr17	11871592	11871593	DNAH9	0.088689	+	1	GTEX,SRA,TCGA
ZNF18_11991772	chr17	11991772	11991773	ZNF18	0.023208	-	1	GTEX,SRA
CDRT15_14236566	chr17	14236566	14236567	CDRT15	0.010001	-	1	GTEX,SRA,TCGA
TEKT3_15310312	chr17	15310312	15310313	TEKT3	0.080996	-	1	GTEX,SRA,TCGA
TRPV2_16423467	chr17	16423467	16423468	TRPV2	0.232977	+	1	GTEX,SRA,TCGA
MAPK7_19382811	chr17	19382811	19382812	MAPK7	0.011783	+	1	GTEX,SRA,TCGA
NATD1_21247944	chr17	21247944	21247945	NATD1	0.190228	-	1	GTEX,SRA,TCGA
PHF12_28923238	chr17	28923238	28923239	PHF12	0.162110	-	1	GTEX,SRA,TCGA
BLMH_30289193	chr17	30289193	30289194	BLMH	0.024444	-	1	GTEX,SRA
ATAD5_30836709	chr17	30836709	30836710	ATAD5	0.069338	+	1	GTEX,SRA,TCGA
COPRS_31854519	chr17	31854519	31854520	COPRS	0.082612	-	1	GTEX,SRA,TCGA
SUZ12_31946076	chr17	31946076	31946077	SUZ12	0.047857	+	1	GTEX,SRA,TCGA
CCT6B_34961018	chr17	34961018	34961019	CCT6B	0.008191	-	1	GTEX,SRA,TCGA
NLE1_35133498	chr17	35133498	35133499	NLE1	0.327171	-	1	GTEX,SRA,TCGA
ACACA_37274621	chr17	37274621	37274622	ACACA	0.078359	-	1	GTEX,SRA,TCGA
SRCIN1_38552132	chr17	38552132	38552133	SRCIN1	0.019298	-	1	GTEX,SRA,TCGA
ERBB2_39723859	chr17	39723859	39723860	ERBB2	0.183166	+	1	GTEX,SRA,TCGA
TOP2A_40390164	chr17	40390164	40390165	TOP2A	0.136097	-	1	GTEX,SRA,TCGA
TNS4_40483898	chr17	40483898	40483899	TNS4	0.013008	-	1	GTEX,SRA,TCGA
KRT23_40936953	chr17	40936953	40936954	KRT23	0.060352	-	1	GTEX,SRA,TCGA
KRT33A_41347638	chr17	41347638	41347639	KRT33A	0.126811	-	1	GTEX,SRA,TCGA
KRT32_41460942	chr17	41460942	41460943	KRT32	0.232596	-	1	GTEX,SRA,TCGA
DNAJC7_41995088	chr17	41995088	41995089	DNAJC7	0.047204	-	1	GTEX,SRA,TCGA
STAT5B_42228713	chr17	42228713	42228714	STAT5B	0.178585	-	1	GTEX,SRA,TCGA
TUBG2_42661955	chr17	42661955	42661956	TUBG2	0.120401	+	3	GTEX,SRA,TCGA
LSM12_44038855	chr17	44038855	44038856	LSM12	0.065778	-	1	GTEX,SRA,TCGA
DBF4B_44729903	chr17	44729903	44729904	DBF4B	0.052959	+	1	GTEX,SRA,TCGA
SP2_47923396	chr17	47923396	47923397	SP2	0.100674	+	1	GTEX,SRA,TCGA
CBX1_48074828	chr17	48074828	48074829	CBX1	0.203546	-	1	GTEX,SRA,TCGA
SCPEP1_57001656	chr17	57001656	57001657	SCPEP1	0.052889	+	1	GTEX,SRA,TCGA
CLTC_59682627	chr17	59682627	59682628	CLTC	0.172227	+	1	GTEX,SRA,TCGA
RPS6KB1_59937773	chr17	59937773	59937774	RPS6KB1	0.020027	+	1	GTEX,SRA,TCGA
RPS6KB1_59939077	chr17	59939077	59939078	RPS6KB1	0.007866	+	1	GTEX,SRA,TCGA
USP32_60218140	chr17	60218140	60218141	USP32	0.286090	-	1	GTEX,SRA,TCGA
ACE_63483786	chr17	63483786	63483787	ACE	0.329701	+	1	GTEX,SRA,TCGA
SCN4A_63943935	chr17	63943935	63943936	SCN4A	0.064483	-	1	GTEX,SRA,TCGA
TEX2_64159697	chr17	64159697	64159698	TEX2	0.167136	-	1	GTEX,SRA,TCGA
TEX2_64189322	chr17	64189322	64189323	TEX2	0.048270	-	1	GTEX,SRA,TCGA
LRRC37A3_64854750	chr17	64854750	64854751	LRRC37A3	0.023086	-	1	GTEX,SRA,TCGA
CACNG5_66878970	chr17	66878970	66878971	CACNG5	0.324501	+	1	GTEX,SRA,TCGA
