decoyID	intron_gc	site_gc_49nt
DOCK1_127053832	0.397085	0.408163
DOCK1_127357386	0.458424	0.632653
DOCK1_127360484	0.458424	0.448980
DOCK1_127410490	0.443370	0.244898
DOCK1_127410718	0.443370	0.510204
DOCK1_127419408	0.552491	0.673469
DOCK1_127419599	0.552491	0.469388
DOCK1_127421337	0.452482	0.469388
DOCK1_127427261	0.519873	0.571429
DOCK1_127430982	0.519873	0.632653
DOCK2_169674266	0.429853	0.408163
DOCK2_169716064	0.383476	0.469388
DOCK2_169982892	0.432613	0.489796
DOCK2_169984050	0.422022	0.367347
DOCK2_169984381	0.422022	0.387755
DOCK2_170018958	0.440125	0.408163
DOCK2_170035206	0.458397	0.510204
DOCK2_170037877	0.422316	0.428571
DOCK2_170050722	0.446913	0.612245
DOCK2_170074973	0.416741	0.551020
DOCK3_51274938	0.434046	0.448980
DOCK3_51277537	0.434402	0.510204
DOCK3_51325222	0.408222	0.265306
DOCK3_51334301	0.465230	0.469388
DOCK3_51341812	0.439727	0.428571
DOCK3_51360861	0.510604	0.469388
DOCK3_51377471	0.533691	0.612245
DOCK3_51378998	0.533691	0.530612
DOCK4_111731181	0.443081	0.428571
DOCK4_111734967	0.456978	0.408163
DOCK4_111746731	0.365135	0.448980
DOCK4_111754929	0.388552	0.530612
DOCK4_111755352	0.388552	0.367347
DOCK4_111765659	0.372582	0.510204
DOCK4_111780546	0.373609	0.306122
DOCK4_111840089	0.364033	0.346939
DOCK4_111943074	0.367557	0.346939
DOCK4_111943366	0.367557	0.469388
DOCK4_111984510	0.410683	0.448980
DOCK5_25269428	0.401077	0.346939
DOCK5_25312356	0.433889	0.428571
DOCK5_25322380	0.441145	0.428571
DOCK5_25339612	0.409505	0.551020
DOCK5_25340758	0.409505	0.428571
DOCK5_25349777	0.433568	0.530612
DOCK5_25363381	0.413747	0.489796
DOCK5_25388173	0.443283	0.367347
DOCK6_11201261	0.622010	0.632653
DOCK6_11209143	0.573353	0.693878
DOCK6_11227989	0.549932	0.387755
DOCK6_11246785	0.544124	0.551020
DOCK6_11254842	0.535409	0.591837
DOCK7_62621534	0.376068	0.428571
DOCK7_62626768	0.350805	0.387755
DOCK7_62630436	0.350805	0.448980
DOCK7_62632526	0.347036	0.428571
DOCK8_306998	0.419230	0.510204
DOCK8_307851	0.419230	0.306122
DOCK8_333172	0.416380	0.530612
DOCK8_336424	0.435139	0.489796
DOCK8_377555	0.440016	0.346939
DOCK8_382457	0.473419	0.408163
DOCK8_424387	0.404085	0.244898
DOCK8_438991	0.397985	0.367347
DOCK8_463437	0.412668	0.285714
DOCK9_98808131	0.372596	0.469388
DOCK9_98827032	0.391071	0.326531
DOCK9_98829791	0.419233	0.448980
DOCK9_98830873	0.419233	0.408163
DOCK9_98832386	0.404678	0.408163
DOCK9_98848016	0.415769	0.551020
DOCK9_98867063	0.410991	0.530612
DOCK9_98890356	0.410438	0.510204
DOCK9_98891309	0.410438	0.510204
DOCK9_98892715	0.410438	0.448980
DOCK9_98922190	0.399134	0.510204
DOCK9_98922440	0.399134	0.448980
DOCK9_98927734	0.363936	0.591837
DOHH_3492961	0.591623	0.632653
DOK3_177505624	0.532310	0.571429
DOK4_57477927	0.594432	0.653061
DOK7_3475030	0.614418	0.591837
DOK7_3488704	0.649328	0.632653
DOK7_3491736	0.564821	0.612245
DOK7_3492248	0.564821	0.693878
DOLPP1_129084883	0.629921	0.632653
DOLPP1_129085423	0.635071	0.653061
DONSON_33581541	0.315556	0.367347
DOPEY1_83124261	0.368757	0.448980
DOPEY1_83126210	0.383444	0.408163
DOPEY2_36202808	0.480945	0.510204
DOPEY2_36208557	0.480945	0.673469
DOPEY2_36237088	0.474916	0.489796
DOPEY2_36237147	0.474916	0.448980
DOPEY2_36262498	0.467117	0.591837
DOPEY2_36266530	0.468216	0.551020
DOT1L_2188675	0.604156	0.551020
DOT1L_2199228	0.624388	0.693878
DOT1L_2208486	0.644338	0.693878
DOT1L_2229100	0.677832	0.571429
DPCD_101590168	0.449097	0.469388
DPCD_101594583	0.449097	0.591837
DPEP3_67979417	0.521739	0.530612
DPF1_38214275	0.550566	0.551020
DPF1_38218710	0.597015	0.571429
DPF2_65334701	0.476028	0.489796
DPF2_65343239	0.472961	0.551020
DPH1_2032367	0.501833	0.489796
DPH1_2040216	0.586294	0.469388
DPH2_43972122	0.551724	0.551020
DPH3_16262232	0.395789	0.408163
DPH6_35544667	0.373304	0.367347
DPM1_50951163	0.363330	0.346939
DPP10_115750192	0.344206	0.551020
DPP3_66481068	0.523699	0.428571
DPP3_66496221	0.528119	0.346939
DPP3_66500139	0.478694	0.571429
DPP3_66505583	0.489312	0.387755
DPP4_162011096	0.354826	0.530612
DPP4_162012049	0.365449	0.387755
DPP4_162034120	0.337748	0.408163
DPP6_154796446	0.447999	0.387755
DPP6_154799159	0.447999	0.551020
DPP6_154801894	0.528946	0.448980
DPP6_154804311	0.500520	0.387755
DPP6_154804594	0.500520	0.448980
DPP6_154868608	0.529139	0.510204
DPP6_154888365	0.522446	0.612245
DPP8_65463187	0.419407	0.408163
DPP8_65464537	0.441718	0.387755
DPP9_4680977	0.533285	0.448980
DPP9_4691050	0.570888	0.571429
DPP9_4699967	0.579563	0.673469
DPP9_4713628	0.547226	0.632653
DPPA2_109309936	0.467953	0.428571
DPPA4_109332784	0.463547	0.428571
DPY19L1_34952407	0.330069	0.367347
DPY19L1_34953481	0.330069	0.510204
DPY19L1_34953485	0.330069	0.510204
DPY19L1_34957086	0.369266	0.448980
DPY19L1_34958324	0.345461	0.408163
DPY19L1_34967990	0.329947	0.510204
DPY19L3_32466936	0.361379	0.306122
DPY19L4_94761628	0.415523	0.387755
DPY19L4_94762369	0.441458	0.551020
DPY19L4_94763248	0.441458	0.387755
DPY19L4_94764360	0.441458	0.591837
DPY19L4_94788890	0.326639	0.306122
DPYD_97376444	0.373228	0.469388
DPYSL2_26631861	0.496418	0.551020
DPYSL2_26652105	0.476212	0.571429
DPYSL3_147394247	0.408362	0.510204
DPYSL3_147397901	0.442557	0.469388
DPYSL3_147397967	0.442557	0.551020
DPYSL3_147399660	0.368311	0.346939
DPYSL3_147413113	0.448732	0.510204
DPYSL4_132193467	0.577423	0.591837
DPYSL4_132202455	0.665406	0.612245
DPYSL5_26929046	0.494873	0.693878
DQX1_74519350	0.415385	0.408163
DR1_93350000	0.345356	0.346939
DRAM1_101897586	0.434811	0.408163
DRAM1_101906901	0.437204	0.428571
DRAM2_111126589	0.355820	0.367347
DRAM2_111133177	0.415519	0.265306
DRAXIN_11706846	0.560624	0.632653
DRAXIN_11708248	0.560624	0.612245
DRAXIN_11713588	0.544440	0.510204
DRC1_26431364	0.459941	0.612245
DRC1_26443485	0.420896	0.612245
DRC1_26456097	0.581907	0.551020
DRC3_17973575	0.436716	0.346939
DRC3_17974210	0.504283	0.346939
DRC3_17989215	0.510716	0.571429
DRC3_18004194	0.479340	0.510204
DRC7_57701600	0.491803	0.551020
DRC7_57720230	0.494516	0.469388
DRC7_57724901	0.480519	0.612245
DRC7_57725364	0.480519	0.510204
DRC7_57730079	0.544757	0.551020
DRD2_113411509	0.502141	0.612245
DRD3_114132816	0.425238	0.306122
DRD4_639646	0.892157	0.816327
DRG2_18101242	0.570228	0.530612
DRGX_49392191	0.468758	0.448980
DRGX_49395285	0.468758	0.795918
DROSHA_31408504	0.361137	0.387755
DROSHA_31424799	0.379572	0.306122
DROSHA_31497711	0.477565	0.408163
DROSHA_31505927	0.409034	0.306122
DROSHA_31513182	0.442404	0.530612
DROSHA_31528196	0.460273	0.428571
DRP2_101243973	0.471976	0.387755
DRP2_101253221	0.450234	0.489796
DRP2_101254393	0.450234	0.510204
DRP2_101258662	0.455393	0.551020
DSC1_31149141	0.356712	0.244898
DSC3_31028824	0.368494	0.265306
DSC3_31031822	0.333660	0.326531
DSCAML1_117458186	0.464972	0.591837
DSCAML1_117473858	0.506781	0.510204
DSCAML1_117479540	0.506781	0.632653
DSCAML1_117505810	0.542482	0.653061
DSCAML1_117519077	0.500634	0.346939
DSCAML1_117531152	0.519473	0.551020
DSCAM_40042711	0.465812	0.469388
DSCAM_40054500	0.451479	0.632653
DSCAM_40076273	0.442845	0.510204
DSCAM_40076866	0.442845	0.306122
DSCAM_40144240	0.445129	0.408163
DSCR3_37227969	0.629808	0.571429
DSCR4-IT1_38010184	0.415776	0.469388
DSG1_31319001	0.349733	0.265306
DSG1_31323029	0.349733	0.306122
DSG2_31539794	0.420958	0.571429
DSG2_31540075	0.420958	0.346939
DSG2_31540675	0.420958	0.428571
DSG2_31545116	0.350855	0.428571
DSG3_31448430	0.356824	0.285714
DSG3_31456129	0.356824	0.469388
DSG4_31392589	0.377868	0.346939
DSP_7563061	0.402094	0.408163
DSP_7567194	0.408257	0.326531
DSTN_17606756	0.410811	0.530612
DSTYK_205161587	0.361111	0.489796
DST_56470583	0.312272	0.224490
DST_56471596	0.329114	0.489796
DST_56480472	0.345758	0.448980
DST_56559758	0.341982	0.469388
DST_56579078	0.398369	0.408163
DST_56636708	0.358404	0.387755
DTD1_18737262	0.434278	0.612245
DTD2_31454838	0.392331	0.326531
DTL_212036570	0.367376	0.326531
DTL_212074017	0.350562	0.346939
DTNA_34807606	0.388574	0.448980
DTNA_34807610	0.388574	0.448980
DTNA_34809486	0.388574	0.285714
DTNA_34866009	0.409668	0.551020
DTNA_34885933	0.393443	0.510204
DTNBP1_15528080	0.454376	0.469388
DTNB_25383656	0.493573	0.510204
DTNB_25384034	0.480435	0.653061
DTNB_25432519	0.398363	0.469388
DTNB_25433436	0.480220	0.510204
DTNB_25494557	0.396922	0.469388
DTX1_113092909	0.514214	0.571429
DTX1_113093024	0.514214	0.469388
DTX1_113094036	0.602374	0.591837
DTX2_76464814	0.486039	0.591837
DTX2_76491607	0.524709	0.306122
DTX2_76493557	0.583710	0.469388
DTX2_76505236	0.647629	0.591837
DTX3L_122567187	0.465261	0.408163
DTX4_59173378	0.480519	0.693878
DTX4_59186426	0.490593	0.591837
DTX4_59192626	0.447413	0.428571
DTX4_59198037	0.441817	0.469388
DTX4_59202055	0.416565	0.367347
DTYMK_241684501	0.460818	0.551020
DUOX1_45138294	0.521408	0.612245
DUOX1_45146076	0.500000	0.551020
DUOX1_45152147	0.635193	0.571429
DUOX1_45153269	0.545771	0.551020
DUOX1_45158917	0.504585	0.428571
DUOX1_45162939	0.584922	0.612245
DUOX2_45096130	0.492778	0.591837
DUOXA2_45114827	0.554493	0.530612
DUS2_68024473	0.481823	0.428571
DUS2_68049196	0.461647	0.469388
DUS2_68049990	0.436083	0.448980
DUS2_68051097	0.436083	0.428571
DUS2_68068146	0.511581	0.489796
DUS2_68070031	0.511581	0.551020
DUS2_68076848	0.509565	0.612245
DUS3L_5785511	0.769231	0.755102
DUS4L_107564998	0.365782	0.408163
DUSP11_73765271	0.404722	0.448980
DUSP11_73765357	0.404722	0.551020
DUSP13_75105611	0.553995	0.612245
DUSP13_75108622	0.553995	0.530612
DUSP13_75108852	0.553995	0.673469
DUSP15_31862883	0.537801	0.591837
DUSP16_12480422	0.410867	0.387755
DUSP19_183086922	0.409469	0.306122
DUSP22_305122	0.452341	0.367347
DUSP22_310430	0.452341	0.408163
DUSP22_347497	0.456762	0.571429
DUSP26_33594161	0.494784	0.448980
DUSP27_167121449	0.460127	0.693878
DUSP5_110503313	0.456827	0.448980
DUT_48334979	0.391021	0.367347
DUXA_57164449	0.436641	0.551020
DVL1_1341001	0.566638	0.571429
DVL1_1344957	0.661398	0.612245
DVL1_1344997	0.661398	0.673469
DVL1_1346771	0.661398	0.734694
DVL1_1348050	0.661398	0.734694
DYDC1_80352934	0.448000	0.387755
DYDC2_80353769	0.448000	0.387755
DYNAP_54592298	0.342317	0.285714
DYNC1H1_101980955	0.413695	0.469388
DYNC1H1_101982281	0.413695	0.346939
DYNC1H1_101994045	0.453785	0.448980
DYNC1H1_102004339	0.456186	0.387755
DYNC1I1_95983763	0.351310	0.530612
DYNC1I2_171725388	0.353843	0.428571
DYNC1LI2_66734336	0.452638	0.510204
DYNC1LI2_66750422	0.485452	0.571429
DYNC2H1_103111950	0.379612	0.428571
DYNC2H1_103122288	0.353916	0.265306
DYNC2H1_103150607	0.362990	0.306122
DYNC2H1_103163349	0.362909	0.571429
DYNC2H1_103213171	0.338629	0.448980
DYNC2H1_103229305	0.382846	0.469388
DYNC2H1_103285752	0.360050	0.346939
DYNC2LI1_43780390	0.389426	0.428571
DYNC2LI1_43787113	0.396856	0.346939
DYNLRB1_34528516	0.483181	0.489796
DYNLT3_37846530	0.516934	0.510204
DYNLT3_37846534	0.516934	0.571429
DYRK1B_39826555	0.563636	0.510204
DYRK4_4597454	0.475196	0.448980
DYSF_71561551	0.575000	0.632653
DYSF_71592105	0.540665	0.693878
DYSF_71594028	0.540665	0.591837
DYSF_71599679	0.548568	0.673469
DYSF_71612416	0.568047	0.551020
DYSF_71672158	0.573483	0.591837
DYSF_71676110	0.385924	0.510204
DYSF_71681252	0.539112	0.571429
DYSF_71682845	0.574153	0.510204
DYTN_206694601	0.380028	0.367347
DYX1C1_55435153	0.420802	0.367347
DZANK1_18385202	0.422343	0.489796
DZANK1_18432216	0.406654	0.408163
DZIP1L_138065978	0.468693	0.387755
DZIP1L_138066877	0.468693	0.653061
DZIP1L_138078605	0.459782	0.448980
DZIP1L_138083704	0.483816	0.530612
DZIP1L_138084682	0.425933	0.448980
DZIP1L_138087237	0.381550	0.408163
DZIP1L_138095050	0.392227	0.469388
DZIP1L_138095068	0.392227	0.510204
DZIP1L_138100357	0.476080	0.530612
DZIP1_95625761	0.371615	0.326531
DZIP1_95628241	0.371615	0.469388
DZIP1_95633398	0.407877	0.489796
DZIP1_95633711	0.407877	0.367347
DZIP1_95634639	0.407877	0.387755
DZIP1_95637323	0.407877	0.387755
DZIP3_108654444	0.402326	0.367347
DZIP3_108661694	0.402326	0.448980
DZIP3_108664132	0.366833	0.469388
E2F1_33677669	0.481818	0.510204
E2F3-IT1_20438692	0.379469	0.408163
E2F3_20480675	0.407051	0.326531
E2F4_67193648	0.528345	0.551020
E2F6_11454327	0.396154	0.387755
E2F7_77044484	0.446764	0.387755
E2F7_77046836	0.410172	0.346939
E2F7_77052619	0.344423	0.346939
EAF2_121854454	0.351317	0.428571
EAPP_34538428	0.422690	0.367347
EARS2_23528112	0.482775	0.612245
EBAG9_109551389	0.334122	0.408163
EBAG9_109552477	0.334122	0.367347
EBF1_158701835	0.439226	0.530612
EBF1_158708916	0.410302	0.408163
EBF1_158713300	0.406605	0.387755
EBF1_159099237	0.545619	0.836735
EBF2_26042518	0.600727	0.591837
EBF3_129841932	0.538319	0.612245
EBF3_129844714	0.444016	0.510204
EBF4_2707543	0.582640	0.510204
ECE1_21244326	0.513938	0.612245
ECE1_21284830	0.508988	0.632653
ECE2_184250506	0.467555	0.612245
ECE2_184255818	0.467555	0.551020
ECE2_184285947	0.501783	0.326531
ECHDC3_11751749	0.407051	0.489796
ECHS1_133363225	0.491299	0.510204
ECI1_2246094	0.596704	0.653061
ECI1_2250474	0.500578	0.693878
ECI2_4119551	0.392200	0.551020
ECI2_4124640	0.392200	0.346939
ECI2_4128036	0.401181	0.510204
ECM2_92503310	0.408333	0.408163
ECM2_92510273	0.400810	0.306122
ECM2_92512888	0.426118	0.530612
ECM2_92513184	0.426118	0.612245
ECM2_92513422	0.426118	0.408163
ECSIT_11508325	0.502496	0.530612
ECT2L_138846493	0.416752	0.346939
ECT2L_138852906	0.430189	0.387755
ECT2L_138853875	0.430189	0.571429
ECT2_172754371	0.416324	0.387755
ECT2_172779009	0.364373	0.265306
ECT2_172782714	0.314614	0.571429
ECT2_172811014	0.321917	0.244898
EDA2R_66604204	0.357979	0.326531
EDAR_108923609	0.543524	0.510204
EDA_70029924	0.490323	0.469388
EDA_70031186	0.476190	0.448980
EDEM1_5194111	0.423412	0.510204
EDEM1_5202862	0.407301	0.510204
EDEM1_5212275	0.474310	0.530612
EDEM2_35131847	0.478673	0.571429
EDEM3_184728105	0.358461	0.306122
EDIL3_84248353	0.347328	0.408163
EDN2_41481293	0.580975	0.673469
EDN3_59322169	0.507640	0.387755
EDNRA_147535282	0.354351	0.428571
EDRF1_125743886	0.438272	0.489796
EEA1_92780544	0.345254	0.448980
EEA1_92800880	0.359729	0.367347
EEA1_92811590	0.352751	0.326531
EEA1_92813708	0.341919	0.346939
EEA1_92815642	0.341919	0.346939
EED_86273789	0.362438	0.408163
EEF1A2_63489669	0.564857	0.551020
EEF1AKMT1_20729927	0.491235	0.489796
EEF1AKMT1_20730954	0.491235	0.469388
EEF1G_62566537	0.461975	0.387755
EEF2K_22246289	0.490308	0.571429
EEF2K_22249529	0.480958	0.530612
EEF2K_22251121	0.586057	0.653061
EEF2K_22266388	0.516236	0.510204
EEF2K_22267092	0.470144	0.469388
EEF2K_22272142	0.470144	0.448980
EEF2K_22273576	0.470144	0.489796
EEF2K_22278452	0.470762	0.551020
EEF2K_22278905	0.470762	0.510204
EEFSEC_128313514	0.481446	0.653061
EEFSEC_128402980	0.547299	0.428571
EEPD1_36283443	0.482659	0.448980
EFCAB10_105569059	0.395444	0.510204
EFCAB10_105574383	0.412608	0.469388
EFCAB11_89818304	0.400668	0.428571
EFCAB12_129427839	0.486890	0.530612
EFCAB13_47344853	0.326418	0.306122
EFCAB13_47344938	0.326418	0.265306
EFCAB14_46696709	0.397388	0.428571
EFCAB2_245083112	0.426114	0.612245
EFCAB3_62387056	0.385908	0.571429
EFCAB3_62407806	0.396226	0.571429
EFCAB6_43579503	0.482264	0.408163
EFCAB6_43634160	0.513447	0.510204
EFCAB6_43634410	0.513447	0.571429
EFCAB6_43667430	0.386492	0.612245
EFCAB6_43670728	0.400752	0.489796
EFCAB6_43673038	0.371353	0.408163
EFCAB8_32860838	0.452680	0.510204
EFCAB8_32882446	0.504554	0.510204
EFCAB8_32888367	0.534699	0.591837
EFCAB8_32890235	0.531718	0.632653
EFCAB8_32891768	0.531718	0.551020
EFCAB8_32894630	0.549287	0.571429
EFCAB9_172200297	0.469052	0.326531
EFCC1_129003493	0.572498	0.510204
EFCC1_129038591	0.474606	0.489796
EFEMP1_55921589	0.397605	0.448980
EFHB_19918550	0.414789	0.367347
EFHC1_52466479	0.382025	0.428571
EFHC2_44245780	0.385824	0.428571
EFHD2_15425667	0.555577	0.612245
EFL1_82156195	0.352051	0.265306
EFL1_82218857	0.354045	0.448980
EFL1_82231486	0.354738	0.510204
EFL1_82234969	0.354738	0.306122
EFNA1_155131053	0.553992	0.428571
EFNA2_1299536	0.551781	0.571429
EFNA3_155080581	0.631623	0.775510
EFNA4_155064559	0.531686	0.489796
EFNA5_107498902	0.382646	0.408163
EFNB3_7706965	0.559678	0.530612
EFNB3_7706976	0.559678	0.469388
EFR3A_131970249	0.324694	0.469388
EFR3A_131982124	0.338987	0.448980
EFR3A_131985832	0.298323	0.510204
EFR3A_131994930	0.370102	0.448980
EFR3B_25133354	0.540761	0.489796
EFR3B_25136733	0.578167	0.469388
EFTUD2_44878672	0.446889	0.469388
EFTUD2_44880255	0.472131	0.591837
EFTUD2_44883872	0.465709	0.428571
EGFLAM_38350915	0.468611	0.408163
EGFLAM_38408015	0.444444	0.551020
EGFLAM_38418617	0.447921	0.408163
EGFLAM_38430852	0.397299	0.489796
EGFLAM_38451187	0.477342	0.510204
EGFR_55142159	0.435104	0.591837
EGFR_55155828	0.474657	0.469388
EGFR_55183002	0.495375	0.530612
EGF_109980620	0.396501	0.387755
EGF_109994338	0.393984	0.428571
EGLN3_33929246	0.399894	0.367347
EGR2_62815316	0.643678	0.755102
EHBP1L1_65579021	0.611382	0.632653
EHBP1_62827460	0.357684	0.489796
EHBP1_62952179	0.338370	0.306122
EHBP1_62990461	0.301083	0.326531
EHBP1_63038497	0.295126	0.285714
EHD1_64867899	0.538057	0.693878
EHD2_47722545	0.539070	0.489796
EHD2_47724740	0.539070	0.408163
EHD3_31261941	0.457540	0.673469
EHD4_41909461	0.500059	0.489796
EHF_34648692	0.415167	0.489796
EHMT1_137744866	0.455097	0.673469
EHMT1_137782804	0.544379	0.469388
EHMT1_137798774	0.455241	0.530612
EI24_125582138	0.441838	0.530612
EI24_125583320	0.390909	0.632653
EIF1AX_20129971	0.378403	0.367347
EIF1AX_20140695	0.415057	0.408163
EIF1AY_20578687	0.373925	0.387755
EIF2AK1_6049050	0.443299	0.530612
EIF2AK2_37133510	0.439815	0.510204
EIF2AK2_37135963	0.403900	0.326531
EIF2AK4_39941330	0.395219	0.510204
EIF2AK4_39957706	0.408978	0.489796
EIF2AK4_39971968	0.399364	0.387755
EIF2AK4_39973465	0.389948	0.346939
EIF2AK4_39993823	0.443013	0.612245
EIF2AK4_40019492	0.446996	0.612245
EIF2B1_123622403	0.453147	0.571429
EIF2B3_44878194	0.523290	0.489796
EIF2B5_184139111	0.491544	0.571429
EIF2B5_184139785	0.491544	0.571429
EIF2B5_184139801	0.491544	0.571429
EIF2B5_184141151	0.475712	0.428571
EIF2S3_24058283	0.395628	0.612245
EIF3A_119037442	0.455819	0.469388
EIF3A_119037529	0.455819	0.326531
EIF3A_119050881	0.332061	0.306122
EIF3A_119052270	0.418236	0.387755
EIF3A_119057458	0.394536	0.326531
EIF3B_2367801	0.495878	0.306122
EIF3B_2368452	0.495878	0.591837
EIF3E_108235527	0.358223	0.530612
EIF3H_116649430	0.366720	0.428571
EIF3H_116649827	0.366720	0.428571
EIF3K_38619965	0.541130	0.632653
EIF3K_38622745	0.477341	0.612245
EIF3K_38623310	0.477341	0.591837
EIF3K_38625131	0.503825	0.326531
EIF3K_38625951	0.503825	0.551020
EIF3L_37853388	0.438144	0.551020
EIF3L_37854401	0.438144	0.510204
EIF3L_37856878	0.465392	0.326531
EIF3L_37874279	0.441323	0.489796
EIF4A3_80141980	0.481274	0.571429
EIF4A3_80145844	0.484694	0.489796
EIF4B_53021202	0.346262	0.346939
EIF4B_53035959	0.456836	0.571429
EIF4E1B_176643080	0.645161	0.489796
EIF4E2_232551847	0.453536	0.489796
EIF4E3_71699471	0.442936	0.510204
EIF4ENIF1_31440912	0.495028	0.428571
EIF4ENIF1_31444046	0.441430	0.489796
EIF4ENIF1_31456069	0.383595	0.367347
EIF4G1_184331235	0.453626	0.510204
EIF4G3_20813274	0.575145	0.408163
EIF4G3_20886408	0.376907	0.326531
EIF4H_74188404	0.448773	0.530612
EIF4H_74191080	0.451511	0.489796
EIF5A2_170893733	0.394495	0.469388
EIF5B_99368193	0.365267	0.448980
ELAC2_12998033	0.458864	0.469388
ELAC2_13008536	0.427585	0.387755
ELAC2_13011934	0.443820	0.428571
ELANE_851672	0.570698	0.428571
ELAVL1_7966223	0.510514	0.469388
ELAVL1_7969197	0.553927	0.408163
ELAVL1_7970981	0.553927	0.612245
ELAVL3_11460981	0.519841	0.612245
ELAVL3_11466398	0.587349	0.551020
ELAVL4_50195395	0.451279	0.448980
ELAVL4_50198460	0.403488	0.510204
ELF1_40948765	0.397619	0.367347
ELF2_139064579	0.389086	0.510204
ELF2_139096686	0.387801	0.551020
ELF5_34490091	0.460954	0.448980
ELF5_34491014	0.460954	0.489796
ELK1_47637663	0.566038	0.530612
ELK1_47643823	0.469543	0.551020
ELK1_47648388	0.469543	0.408163
ELK4_205616864	0.398356	0.306122
ELK4_205619113	0.326233	0.346939
ELK4_205629571	0.432171	0.408163
ELK4_205630553	0.432171	0.326531
ELL2_95900153	0.365037	0.448980
ELL2_95915670	0.381126	0.551020
ELL3_43774872	0.430451	0.551020
ELL_18446834	0.586565	0.551020
ELL_18449081	0.586565	0.530612
ELL_18452756	0.537523	0.571429
ELL_18466988	0.568248	0.653061
ELMO1_37224824	0.389016	0.448980
ELMO1_37230789	0.392485	0.265306
ELMO1_37315152	0.361083	0.510204
ELMO2_46368142	0.465414	0.510204
ELMO2_46374847	0.514286	0.510204
ELMO2_46401616	0.472737	0.510204
ELMOD2_140530415	0.341345	0.306122
ELMOD2_140539252	0.337776	0.387755
ELMOD3_85366423	0.455155	0.510204
ELMOD3_85367489	0.455155	0.469388
ELMSAN1_73719800	0.504735	0.387755
ELMSAN1_73720619	0.504735	0.551020
ELMSAN1_73725742	0.563988	0.571429
ELMSAN1_73731969	0.453936	0.489796
ELN_74033183	0.552862	0.489796
ELN_74040292	0.573648	0.673469
ELN_74053626	0.491465	0.387755
ELOA_23748722	0.449467	0.346939
ELOA_23756858	0.458554	0.530612
ELOC_73948486	0.421782	0.367347
ELOC_73959084	0.382210	0.367347
ELOC_73959239	0.382210	0.510204
ELOVL2_10995310	0.406479	0.530612
ELOVL4_79925340	0.285099	0.367347
ELOVL6_110171466	0.398173	0.306122
ELOVL7_60792333	0.408325	0.489796
ELP2_36132973	0.456412	0.591837
ELP2_36169848	0.450352	0.530612
ELP3_28095954	0.409536	0.551020
ELP4_31531513	0.354880	0.408163
ELP6_47497047	0.513410	0.571429
ELSPBP1_48019228	0.429465	0.530612
EMC1_19224225	0.467005	0.489796
EMC1_19227088	0.467005	0.448980
EMC1_19227230	0.467005	0.428571
EMC1_19233834	0.478937	0.408163
EMC1_19245622	0.442669	0.387755
EMC2_108448084	0.382103	0.428571
EMC3_9972645	0.447741	0.551020
EMC3_9974527	0.450162	0.428571
EMC3_9984623	0.440728	0.653061
EMC3_9985389	0.440728	0.326531
EMC8_85782928	0.510724	0.448980
EMC8_85787959	0.510724	0.469388
EME2_1773644	0.747826	0.775510
EME2_1774666	0.617733	0.693878
EMID1_29206807	0.556909	0.448980
EMID1_29207368	0.556909	0.469388
EMID1_29209640	0.556909	0.612245
EMID1_29209644	0.556909	0.571429
EMID1_29211824	0.556909	0.653061
EMID1_29218479	0.559145	0.612245
EMID1_29219040	0.559145	0.591837
EMID1_29226073	0.601728	0.591837
EMILIN1_27080730	0.600868	0.693878
EMILIN3_41364316	0.613811	0.591837
EMILIN3_41364479	0.613811	0.591837
EML1_99929808	0.454887	0.632653
EML2_45623388	0.493671	0.469388
EML5_88642388	0.356838	0.306122
EML6_54788364	0.394848	0.571429
EML6_54820201	0.376568	0.428571
EML6_54848125	0.355004	0.387755
EML6_54949502	0.500888	0.489796
EML6_54963689	0.448195	0.489796
EMP2_10537653	0.491624	0.571429
EMSY_76456436	0.340217	0.367347
EMSY_76466930	0.344689	0.265306
EMSY_76539426	0.402913	0.387755
EMSY_76539744	0.349903	0.428571
EMSY_76541878	0.349903	0.448980
EMSY_76542670	0.402433	0.265306
EMX1_72920304	0.545485	0.530612
EMX2_117545371	0.599591	0.775510
EN1_118845671	0.566372	0.591837
EN2_155461698	0.581923	0.632653
ENAM_70635144	0.402217	0.551020
ENGASE_79077173	0.530569	0.469388
ENG_127826024	0.548536	0.571429
ENO1_8861652	0.492107	0.571429
ENO2_6916083	0.589178	0.591837
ENO2_6920140	0.493671	0.530612
ENO4_116876734	0.454785	0.653061
ENOPH1_82453668	0.447929	0.408163
ENOSF1_690043	0.484021	0.591837
ENOX1_43360509	0.371826	0.469388
ENOX2_130683865	0.403336	0.428571
ENOX2_130707201	0.378090	0.408163
ENOX2_130722814	0.393451	0.489796
ENPEP_110490637	0.380851	0.530612
ENPEP_110545340	0.380999	0.428571
ENPP1_131829860	0.392354	0.551020
ENPP1_131850178	0.353623	0.326531
ENPP1_131858612	0.375960	0.408163
ENPP2_119558936	0.412004	0.571429
ENPP2_119563013	0.366501	0.469388
ENPP2_119601827	0.413532	0.551020
ENPP3_131635674	0.405537	0.612245
ENPP3_131642119	0.384887	0.346939
ENPP3_131654255	0.413368	0.489796
ENPP5_46166858	0.406952	0.326531
ENTHD1_39889804	0.401140	0.448980
ENTHD1_39891254	0.401140	0.387755
ENTHD1_39892157	0.401140	0.387755
ENTHD1_39892983	0.401140	0.428571
