locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated
RCBTB1_49550410	RCBTB1	chr13	49550410	49550411	-	0.288931	7958745	49549901	49550410	4277	7039	1.646	1.0	aC19,cH38,rG19,rG38,sG19,sG38	aC19,cH38,sG19,sG38	2	1
RCBTB1_49558285	RCBTB1	chr13	49558285	49558286	-	0.144213	7958877	49555674	49558285	4558	6937	1.522	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	2	1
WDFY2_51754396	WDFY2	chr13	51754396	51754397	+	0.058682	7978199	51754398	51755357	9583	37299	3.892	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
NEK5_52069264	NEK5	chr13	52069264	52069265	-	0.376663	7985171	52065610	52069264	403	1249	3.099	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
VPS36_52435480	VPS36	chr13	52435480	52435481	-	0.107501	7990459	52435375	52435480	7695	16854	2.19	2.0	aC19,cH38,sG19,sG38	aC19,cH38,sG19,sG38	2	1
OLFM4_53041908	OLFM4	chr13	53041908	53041909	+	0.123946	7995377	53034501	53041909	6378	795028	124.652	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
PCDH9_67229547	PCDH9	chr13	67229547	67229548	-	0.060797	8023152	67228576	67229551	160	192	1.2	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
PCDH9_67229551	PCDH9	chr13	67229551	67229552	-	0.068008	8023152	67228576	67229551	160	192	1.2	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
MYCBP2_77290724	MYCBP2	chr13	77290724	77290725	-	0.045091	8054462	77288377	77290724	785	920	1.172	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
ABCC4_95038629	ABCC4	chr13	95038629	95038630	-	0.069435	8095779	95034740	95038629	4915	8547	1.739	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	2	1
IPO5_97991695	IPO5	chr13	97991695	97991696	+	0.024638	8112442	97991697	97992891	13096	41445	3.165	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
DOCK9_98867063	DOCK9	chr13	98867063	98867064	-	0.192836	8123952	98863549	98867063	4368	13003	2.977	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	kG19,sG19,sG38	2	1
PCCA_100157283	PCCA	chr13	100157283	100157284	+	0.012416	8136460	100155093	100157286	18790	420579	22.383	18.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
NAXD_110635134	NAXD	chr13	110635134	110635135	+	0.184207	8190958	110635136	110635467	10723	31944	2.979	2.0	aC19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
MCF2L_113061618	MCF2L	chr13	113061618	113061619	+	0.012653	8238201	113061620	113064303	8990	23416	2.605	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
CUL4A_113209778	CUL4A	chr13	113209778	113209779	+	0.268673	8247923	113209776	113209972	18874	420353	22.272	17.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
CUL4A_113209778	CUL4A	chr13	113209778	113209779	+	0.268673	8247927	113209776	113218944	179	212	1.184	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
CUL4A_113261647	CUL4A	chr13	113261647	113261648	+	0.210585	8251431	113261649	113263486	2207	2815	1.275	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
OXA1L_22769789	OXA1L	chr14	22769789	22769790	+	0.112845	8368024	22768172	22769790	19077	2386896	125.119	113.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
OXA1L_22769789	OXA1L	chr14	22769789	22769790	+	0.112845	8367894	22767410	22769790	610	763	1.251	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
OXA1L_22769789	OXA1L	chr14	22769789	22769790	+	0.112845	8368043	22768303	22769790	86	97	1.128	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
OXA1L_22769789	OXA1L	chr14	22769789	22769790	+	0.112845	8367815	22766915	22769790	46	50	1.087	1.0	aC19,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
PSME1_24136896	PSME1	chr14	24136896	24136897	+	0.010148	8439874	24136302	24136897	9734	19294	1.982	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	2	1
PSME1_24136896	PSME1	chr14	24136896	24136897	+	0.010148	8439961	24136898	24136984	6794	12115	1.783	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
G2E3_30598399	G2E3	chr14	30598399	30598400	+	0.048678	8481016	30598401	30598482	10802	36870	3.413	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
PPP2R3C_35112044	PPP2R3C	chr14	35112044	35112045	-	0.416638	8533413	35110630	35112044	3927	6077	1.547	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
PPP2R3C_35121116	PPP2R3C	chr14	35121116	35121117	-	0.076043	8533649	35116738	35121116	452	3516	7.779	6.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	2	1
SEC23A_39037465	SEC23A	chr14	39037465	39037466	-	0.004745	8557715	39033329	39037469	6993	12992	1.858	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
SEC23A_39037469	SEC23A	chr14	39037469	39037470	-	0.008412	8557715	39033329	39037469	6993	12992	1.858	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
LRFN5_41888536	LRFN5	chr14	41888536	41888537	+	0.112563	8570965	41888538	41891249	3337	5677	1.701	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
FKBP3_45132258	FKBP3	chr14	45132258	45132259	-	0.281047	8580059	45130801	45132258	11975	33422	2.791	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
FKBP3_45132258	FKBP3	chr14	45132258	45132259	-	0.281047	8580089	45130816	45132258	369	431	1.168	1.0	cH38	cH38	2	1
MIS18BP1_45237171	MIS18BP1	chr14	45237171	45237172	-	0.37976	8581790	45235945	45237171	3238	4536	1.401	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	cH38	2	1
GNPNAT1_52778757	GNPNAT1	chr14	52778757	52778758	-	0.060494	8634737	52778459	52778757	6073	10996	1.811	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
TMEM260_56635275	TMEM260	chr14	56635275	56635276	+	0.113936	8667216	56635277	56636507	14385	48643	3.382	2.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	2	1
DAAM1_59360151	DAAM1	chr14	59360151	59360152	+	0.093475	8687682	59360153	59360801	1651	4594	2.783	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
C14orf39_60483906	C14orf39	chr14	60483906	60483907	-	0.26499	8697775	60483818	60483906	1328	2404	1.81	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
PRKCH_61549384	PRKCH	chr14	61549384	61549385	+	0.131901	8705136	61549386	61549684	2785	4959	1.781	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TMEM229B_67468440	TMEM229B	chr14	67468440	67468441	-	0.020842	8760496	67467866	67468440	1344	2179	1.621	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,sG19,sG38	cH38	2	1
PLEKHH1_67569697	PLEKHH1	chr14	67569697	67569698	+	0.406632	8762221	67569699	67569920	5885	29933	5.086	2.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
RDH12_67723003	RDH12	chr14	67723003	67723004	+	0.015434	8767114	67723005	67724472	1814	6767	3.73	3.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
ZFYVE26_67795342	ZFYVE26	chr14	67795342	67795343	-	0.170233	8768399	67794240	67795342	3410	4964	1.456	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	2	1
HEATR4_73508078	HEATR4	chr14	73508078	73508079	-	0.022935	8834037	73506572	73508078	689	877	1.273	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	2	1
ACOT4_73594037	ACOT4	chr14	73594037	73594038	+	0.032343	8840092	73594039	73595048	7133	14997	2.102	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
LIN52_74091137	LIN52	chr14	74091137	74091138	+	0.344638	8856964	74091139	74091231	1387	1821	1.313	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
AHSA1_77458365	AHSA1	chr14	77458365	77458366	+	0.024885	8916866	77458367	77459615	593	780	1.315	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
SPTLC2_77565731	SPTLC2	chr14	77565731	77565732	-	0.397402	8919536	77562490	77565731	2117	3926	1.855	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	2	1
CEP128_80907316	CEP128	chr14	80907316	80907317	-	0.021511	8934144	80906082	80907316	1454	1862	1.281	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	2	1
TTC7B_90676901	TTC7B	chr14	90676901	90676902	-	0.096697	8987832	90676661	90676901	1405	3661	2.606	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	2	1
PPP4R3A_91466256	PPP4R3A	chr14	91466256	91466257	-	0.487649	8999698	91465420	91466260	18979	439440	23.154	20.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	2	1
SLC24A4_92447369	SLC24A4	chr14	92447369	92447370	+	0.034114	9013063	92445343	92447370	4251	9818	2.31	1.0	cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
LINC00521_93997997	LINC00521	chr14	93997997	93997998	+	0.00843	9035601	93997572	93997998	457	15893	34.777	31.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	2	1
LINC00521_93997997	LINC00521	chr14	93997997	93997998	+	0.00843	9035576	93997294	93997998	1297	3073	2.369	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	2	1
CLMN_95210879	CLMN	chr14	95210879	95210880	-	0.314326	9053168	95210880	95213218	18340	313796	17.11	10.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
SETD3_99407348	SETD3	chr14	99407348	99407349	-	0.113411	9079248	99406591	99407348	133	181	1.361	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
SLC25A47_100329100	SLC25A47	chr14	100329100	100329101	+	0.190675	9097599	100329102	100329364	32	42	1.313	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
TECPR2_102430857	TECPR2	chr14	102430857	102430858	+	0.094408	9141200	102430859	102431795	138	149	1.08	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
CDC42BPB_102946684	CDC42BPB	chr14	102946684	102946685	-	0.04884	9153978	102946685	102947720	18861	1288463	68.314	64.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
MTA1_105468695	MTA1	chr14	105468695	105468696	+	0.029099	9250859	105468692	105469466	5974	10696	1.79	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TUBGCP5_23008881	TUBGCP5	chr15	23008881	23008882	-	0.05597	9493014	23008882	23009944	18839	375333	19.923	18.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
UBE3A_25359983	UBE3A	chr15	25359983	25359984	-	0.004967	9532291	25356897	25359983	4402	6726	1.528	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	2	1
GABRA5_26946032	GABRA5	chr15	26946032	26946033	+	0.020542	9541462	26946034	26947933	452	695	1.538	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
HERC2_28214346	HERC2	chr15	28214346	28214347	-	0.362797	9548706	28214347	28214470	49	49	1.0	1.0	sG19,sG38	sG19,sG38	2	1
RYR3_33821521	RYR3	chr15	33821521	33821522	+	0.207015	9620705	33821370	33821522	11907	83364	7.001	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	2	1
C15orf41_36694750	C15orf41	chr15	36694750	36694751	+	0.036125	9651760	36694752	36695029	8469	17208	2.032	1.0	sG38	sG38	2	1
MEIS2_37097266	MEIS2	chr15	37097266	37097267	-	0.145156	9654059	37096431	37097270	1190	1501	1.261	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	2	1
SRP14_40037047	SRP14	chr15	40037047	40037048	-	0.229974	9671429	40037048	40038281	389	486	1.249	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
SRP14_40037047	SRP14	chr15	40037047	40037048	-	0.229974	9671428	40037048	40037308	40	44	1.1	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	2	1
ITPKA_41501365	ITPKA	chr15	41501365	41501366	+	0.030343	9719985	41501367	41501462	3534	9479	2.682	2.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
LTK_41511346	LTK	chr15	41511346	41511347	-	0.011181	9720638	41511347	41511421	1128	1489	1.32	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
RPAP1_41534935	RPAP1	chr15	41534935	41534936	-	0.063219	9722032	41534936	41535511	18803	289270	15.384	13.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
MAPKBP1_41820080	MAPKBP1	chr15	41820080	41820081	+	0.155693	9728235	41820082	41820831	7511	39139	5.211	2.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TUBGCP4_43376096	TUBGCP4	chr15	43376096	43376097	+	0.182343	9765587	43371433	43376097	17621	125706	7.134	5.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
TUBGCP4_43376096	TUBGCP4	chr15	43376096	43376097	+	0.182343	9765552	43371219	43376097	2359	3054	1.295	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
TUBGCP4_43376096	TUBGCP4	chr15	43376096	43376097	+	0.182343	9765456	43369703	43376097	308	898	2.916	2.0	aC19,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
PPIP5K1_43577535	PPIP5K1	chr15	43577535	43577536	-	0.107526	9771926	43577536	43577621	18594	339924	18.281	14.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
CTDSPL2_44493181	CTDSPL2	chr15	44493181	44493182	+	0.11622	9796169	44493183	44496379	3262	4304	1.319	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SPG11_44569505	SPG11	chr15	44569505	44569506	-	0.245936	9799695	44569506	44570524	19072	831044	43.574	39.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SLC12A1_48220919	SLC12A1	chr15	48220919	48220920	+	0.340308	9831526	48220766	48220920	1262	7641	6.055	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SLC12A1_48220919	SLC12A1	chr15	48220919	48220920	+	0.340308	9831525	48220758	48220920	138	260	1.884	1.0	aC19,gC19,gC24,gC25,gC26,gC29,gC33,kG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SECISBP2L_49028020	SECISBP2L	chr15	49028020	49028021	-	0.154567	9840026	49027481	49028020	581	687	1.182	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	2	1
COPS2_49139016	COPS2	chr15	49139016	49139017	-	0.021944	9841061	49137459	49139016	2442	3243	1.328	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	2	1
TRPM7_50588190	TRPM7	chr15	50588190	50588191	-	0.059099	9856436	50586489	50588190	11059	30640	2.771	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38,sG38	2	1
AP4E1_50909418	AP4E1	chr15	50909418	50909419	+	0.079871	9862904	50909420	50912077	2003	2537	1.267	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
AP4E1_50999070	AP4E1	chr15	50999070	50999071	+	0.156523	9863725	50997884	50999071	16322	83200	5.097	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
AP4E1_50999070	AP4E1	chr15	50999070	50999071	+	0.156523	9863733	50997897	50999071	2145	2727	1.271	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	2	1
SLTM_58933049	SLTM	chr15	58933049	58933050	-	0.066919	9928323	58932444	58933049	10678	23413	2.193	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	2	1
LACTB_63128001	LACTB	chr15	63128001	63128002	+	0.094399	9967649	63128003	63129484	1896	2570	1.355	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
