locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated
2963	SLCO1C1	chr12	20701710	20701711	+	0.097114	43338133	20701712	20702636	159	275	1.73	1.0	cH38	cH38	0	1
2975	SPX	chr12	21527330	21527331	+	0.504747	43372345	21527328	21527726	3367	5796	1.721	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
2989	C2CD5	chr12	22484216	22484217	-	0.074322	43410121	22482744	22484216	35366	80899	2.287	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
2994	LRMP	chr12	25104465	25104466	+	0.049283	43498940	25104463	25106942	99512	7266784	73.024	12.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3004	LMNTD1	chr12	25525814	25525815	-	0.082546	43521203	25525684	25525814	1248	3259	2.611	1.0	cH38	cH38	0	1
3004	LMNTD1	chr12	25525814	25525815	-	0.082546	43521093	25520076	25525814	1503	2719	1.809	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3020	STK38L	chr12	27312741	27312742	+	0.012332	43618646	27312743	27314503	12517	21047	1.681	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3069	ABCD2	chr12	39577411	39577412	-	0.042306	44335700	39573842	39577411	1062	1601	1.508	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,sG19,sG38	0	1
3077	MUC19	chr12	40509271	40509272	+	0.153509	44372812	40509273	40509958	7363	32548	4.42	1.0	cH38,vG19	cH38,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38	0	1
3077	MUC19	chr12	40509271	40509272	+	0.153509	44372813	40509273	40510168	4	6	1.5	1.5	cH38,vG19	cH38,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38,vG19	0	1
3079	MUC19	chr12	40517234	40517235	+	0.049203	44373210	40517236	40517852	6176	22843	3.699	1.0	cH38,sG19	cH38,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38	0	1
3080	MUC19	chr12	40548228	40548229	+	0.087473	44375606	40548230	40548577	8136	34769	4.273	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
3091	PPHLN1	chr12	42388580	42388581	+	0.055735	44441155	42388582	42393569	686	1408	2.052	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3113	SLC38A1	chr12	46201659	46201660	-	0.040127	44610913	46201199	46201659	29407	73820	2.51	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,sG19,sG38	0	1
3127	C12orf54	chr12	48489863	48489864	+	0.131361	44780932	48489865	48490811	9032	63977	7.083	2.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3142	NCKAP5L	chr12	49797394	49797395	-	0.162325	45166377	49797395	49798349	130271	1327693	10.192	5.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
3160	GALNT6	chr12	51391077	51391078	-	0.052863	45517841	51390938	51391081	29384	71802	2.444	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
3160	GALNT6	chr12	51391077	51391078	-	0.052863	45517133	51383583	51391081	16416	34310	2.09	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
3161	SLC4A8	chr12	51485785	51485786	+	0.439157	45523765	51475207	51485786	73090	518124	7.089	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
3173	GRASP	chr12	52008759	52008760	+	0.30506	45564322	52008761	52009189	11203	27539	2.458	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3177	KRT75	chr12	52426115	52426116	-	0.115958	45645030	52424756	52426115	30	72	2.4	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3181	TNS2	chr12	53047372	53047373	+	0.479269	45833059	53047374	53051854	36275	122579	3.379	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3181	TNS2	chr12	53047372	53047373	+	0.479269	45833048	53047374	53050039	1374	1696	1.234	1.0	cH38	cH38	0	1
3181	TNS2	chr12	53047372	53047373	+	0.479269	45833047	53047374	53049998	225	279	1.24	1.0	cH38	cH38	0	1
3187	AAAS	chr12	53308528	53308529	-	0.12515	45913054	53308529	53308724	202318	10443111	51.617	21.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38	0	1
3187	AAAS	chr12	53308528	53308529	-	0.12515	45913038	53308524	53308720	5196	7786	1.498	1.0	sG19	sG19	0	1
3188	AMHR2	chr12	53427281	53427282	+	0.238672	45952856	53427283	53429452	4296	11733	2.731	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3188	AMHR2	chr12	53427281	53427282	+	0.238672	45952855	53427283	53428895	3913	10374	2.651	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3195	GTSF1	chr12	54459308	54459309	-	0.043907	46168138	54459126	54459312	1715	8104	4.725	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
3201	PA2G4	chr12	56106988	56106989	+	0.188469	46377052	56106717	56106989	216281	37298816	172.455	39.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3221	KIF5A	chr12	57568957	57568958	+	0.066865	46881937	57567619	57568962	64235	3872238	60.282	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3227	ATP23	chr12	57946830	57946831	+	0.22265	46972018	57946832	57946994	12354	19770	1.6	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3235	DPY19L2	chr12	63622283	63622284	-	0.043199	47115014	63621338	63622283	15393	43608	2.833	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3255	CAND1	chr12	67294283	67294284	+	0.157955	47378507	67294285	67295032	16065	26001	1.618	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3272	LYZ	chr12	69348881	69348882	+	0.143481	47552393	69348883	69350107	16478	71675	4.35	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3276	BEST3	chr12	69676152	69676153	-	0.114476	47591807	69672966	69676152	3467	8126	2.344	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
3292	TMEM19	chr12	71689589	71689590	+	0.13404	47677039	71686811	71689590	181418	5455504	30.071	13.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3292	TMEM19	chr12	71689589	71689590	+	0.13404	47675781	71674399	71689590	185	598	3.232	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3293	TMEM19	chr12	71698898	71698899	+	0.265478	47678198	71697535	71698899	179082	4371503	24.411	10.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3300	CAPS2	chr12	75321793	75321794	-	0.11909	47752951	75321577	75321793	2393	4066	1.699	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
3372	CEP83	chr12	94312571	94312572	-	0.068777	48391179	94310108	94312571	26181	54020	2.063	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3373	CEP83	chr12	94402550	94402551	-	0.213117	48396894	94400982	94402550	18066	32773	1.814	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38,rG19,rG38	0	1
3374	TMCC3	chr12	94578529	94578530	-	0.190598	48408425	94578530	94581621	105592	1299611	12.308	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3427	SCYL2	chr12	100331766	100331767	+	0.018995	48791731	100331768	100334165	27391	67609	2.468	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3476	ALDH1L2	chr12	105070169	105070170	-	0.00586	49117737	105068885	105070165	460	629	1.367	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3483	NUAK1	chr12	106084063	106084064	-	0.057708	49162645	106083930	106084063	7909	15229	1.926	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3491	RFX4	chr12	106686751	106686752	+	0.17262	49195962	106686753	106686883	22	36	1.636	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3557	ACAD10	chr12	111747047	111747048	+	0.341143	49857021	111746285	111747048	148211	1649930	11.132	6.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3557	ACAD10	chr12	111747047	111747048	+	0.341143	49856491	111745044	111747048	71875	209204	2.911	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3558	MAPKAPK5	chr12	111867570	111867571	+	0.263102	49887465	111866232	111867571	186378	5004001	26.849	12.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3567	HECTD4	chr12	112250377	112250378	-	0.037657	49981330	112250378	112250970	126040	1338894	10.623	4.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
3585	TBX5	chr12	114400962	114400963	-	0.076209	50209228	114399633	114400962	1242	1870	1.506	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3592	FBXO21	chr12	117173812	117173813	-	0.426374	50400442	117172608	117173812	3435	4769	1.388	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	0	1
3598	RFC5	chr12	118029034	118029035	+	0.050303	50457348	118029036	118029770	34128	98320	2.881	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3627	KDM2B	chr12	121578394	121578395	-	0.058679	51079801	121575860	121578394	12673	43106	3.401	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3629	SETD1B	chr12	121804388	121804389	+	0.305339	51167474	121804390	121804723	6673	9381	1.406	1.0	sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
3638	ZCCHC8	chr12	122478663	122478664	-	0.085924	51361595	122478293	122478663	40213	97681	2.429	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
3651	CCDC62	chr12	122794320	122794321	+	0.153079	51449895	122794322	122797306	2900	7020	2.421	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3657	KMT5A	chr12	123389185	123389186	+	0.111262	51600333	123389183	123390629	93953	502098	5.344	2.0	cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3657	KMT5A	chr12	123389185	123389186	+	0.111262	51600325	123389183	123389436	9661	15844	1.64	1.0	cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG38,vG19	cH38,rG19,rG38	0	1
3671	NCOR2	chr12	124340204	124340205	-	0.072133	51808585	124340205	124340293	160551	6685611	41.642	14.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
3686	PIWIL1	chr12	130349237	130349238	+	0.126737	52150106	130348184	130349238	5355	61375	11.461	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3690	ADGRD1	chr12	131105032	131105033	+	0.08847	52204498	131105034	131105753	3823	5363	1.403	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3699	POLE	chr12	132643977	132643978	-	0.41338	52448471	132643978	132648928	155384	3640973	23.432	8.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3699	POLE	chr12	132643977	132643978	-	0.41338	52448445	132643978	132646426	2386	2994	1.255	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,sG19,sG38	0	1
3708	ZMYM2	chr13	20033829	20033830	+	0.018203	53051715	20033831	20034253	9591	14000	1.46	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
3743	PARP4	chr13	24479887	24479888	-	0.353083	53340008	24478277	24479887	15694	28060	1.788	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	0	1
3747	RNF17	chr13	24826110	24826111	+	0.244563	53356895	24826112	24830483	615	2521	4.099	1.0	aC19,cH38,kG19,mG19,mG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3791	USPL1	chr13	30642048	30642049	+	0.032886	53704147	30642050	30642627	42728	83780	1.961	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3793	USPL1	chr13	30645076	30645077	+	0.023543	53704585	30645078	30646931	7732	11697	1.513	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3797	MEDAG	chr13	30918989	30918990	+	0.070185	53718492	30918991	30921013	8055	24250	3.011	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3800	B3GLCT	chr13	31223825	31223826	+	0.007639	53737800	31223827	31229184	28392	93843	3.305	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3823	PDS5B	chr13	32674744	32674745	+	0.064768	53820879	32674746	32675843	37551	78490	2.09	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3910	CDADC1	chr13	49261304	49261305	+	0.51169	54640433	49261306	49267489	27877	48727	1.748	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3910	CDADC1	chr13	49261304	49261305	+	0.51169	54640426	49261306	49265878	22887	40251	1.759	1.0	aC19,cH38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,sG19,sG38,vG19	0	1
3913	SETDB2	chr13	49482195	49482196	+	0.194832	54656209	49482197	49482736	48654	132517	2.724	2.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3914	RCBTB1	chr13	49545514	49545515	-	0.474003	54666410	49544864	49545514	19370	49220	2.541	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
3915	RCBTB1	chr13	49550410	49550411	-	0.288931	54667462	49549649	49550410	33849	83632	2.471	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	0	1
3915	RCBTB1	chr13	49550410	49550411	-	0.288931	54667540	49549901	49550410	18775	33801	1.8	1.0	aC19,cH38,rG19,rG38,sG19,sG38	aC19,cH38,sG19,sG38	0	1
3916	RCBTB1	chr13	49558285	49558286	-	0.144213	54668342	49555674	49558285	37821	78941	2.087	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	0	1
3926	WDFY2	chr13	51754396	51754397	+	0.058682	54826100	51754398	51755357	49309	163749	3.321	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3927	NEK5	chr13	52069264	52069265	-	0.376663	54857485	52065610	52069264	712	1324	1.86	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
3936	VPS36	chr13	52435480	52435481	-	0.107501	54889721	52435375	52435480	24624	56337	2.288	1.0	aC19,cH38,sG19,sG38	aC19,cH38,sG19,sG38	0	1
3942	OLFM4	chr13	53041908	53041909	+	0.123946	54927905	53034501	53041909	27666	4773818	172.552	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
3950	PCDH9	chr13	67229547	67229548	-	0.060797	55125533	67228576	67229551	2550	5827	2.285	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
3951	PCDH9	chr13	67229551	67229552	-	0.068008	55125533	67228576	67229551	2550	5827	2.285	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
3981	MYCBP2	chr13	77290724	77290725	-	0.045091	55377444	77288377	77290724	20798	48497	2.332	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
3998	ABCC4	chr13	95038629	95038630	-	0.069435	55674605	95034740	95038629	34540	85364	2.471	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	0	1
4013	IPO5	chr13	97991695	97991696	+	0.024638	55819936	97991697	97992891	76491	264679	3.46	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
4028	DOCK9	chr13	98867063	98867064	-	0.192836	55908018	98863549	98867063	8368	22452	2.683	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	kG19,sG19,sG38	0	1
4037	PCCA	chr13	100157283	100157284	+	0.012416	56019714	100155093	100157286	160241	2504162	15.627	6.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
4072	NAXD	chr13	110635134	110635135	+	0.184207	56354530	110635136	110635467	48379	134172	2.773	2.0	aC19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	0	1
4089	MCF2L	chr13	113061618	113061619	+	0.012653	56564598	113061620	113064303	13973	29067	2.08	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
4090	CUL4A	chr13	113209778	113209779	+	0.268673	56598298	113209776	113209972	181767	6991064	38.462	15.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
